segment,label,text,video,segment2,session,dialog,frames_num,wav_num
Ses02F_impro08_F013,N," So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well.",Ses02F_impro08,Fses02Aimprov08x13N,Session2,Session2/dialogAimprov08,258.0,137617
Ses02F_impro08_M008,N, Okay. So--,Ses02F_impro08,Mses02Aimprov08x08N,Session2,Session2/dialogAimprov08,50.0,26984
Ses02F_impro08_F014,N, Yeah.,Ses02F_impro08,Fses02Aimprov08x14N,Session2,Session2/dialogAimprov08,42.0,22401
Ses02F_impro08_M009,N," Well, you know, we wanted to--we wanted to go to Maui and--That was a",Ses02F_impro08,Mses02Aimprov08x09N,Session2,Session2/dialogAimprov08,188.0,100638
Ses02F_impro08_F015,N, Okay.,Ses02F_impro08,Fses02Aimprov08x15N,Session2,Session2/dialogAimprov08,45.0,23887
Ses02F_impro08_M010,N," --you know, the kids wanna go to the beach and stuff and so--um",Ses02F_impro08,Mses02Aimprov08x10N,Session2,Session2/dialogAimprov08,132.0,70336
Ses02F_impro08_F016,N, Great.  How many seats?,Ses02F_impro08,Fses02Aimprov08x16N,Session2,Session2/dialogAimprov08,92.0,49371
Ses02F_impro08_M011,N," Well, it's gonna be four of them.",Ses02F_impro08,Mses02Aimprov08x11N,Session2,Session2/dialogAimprov08,47.0,25072
Ses02F_impro08_F017,N, Okay.  Great.  Four seats.  I'll book you for four seats.,Ses02F_impro08,Fses02Aimprov08x17N,Session2,Session2/dialogAimprov08,88.0,47267
Ses02F_impro08_M012,N, All right.  And can they like all get together?,Ses02F_impro08,Mses02Aimprov08x12N,Session2,Session2/dialogAimprov08,71.0,37835
Ses02F_impro08_F018,N," Oh, yeah, absolutely.  Um- Would you like window seats or aisles?",Ses02F_impro08,Fses02Aimprov08x18N,Session2,Session2/dialogAimprov08,115.0,61387
Ses02F_impro08_M013,N," Um- You know, window is nice. I guess",Ses02F_impro08,Mses02Aimprov08x13N,Session2,Session2/dialogAimprov08,136.0,72990
Ses02F_impro08_F019,N," Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?",Ses02F_impro08,Fses02Aimprov08x19N,Session2,Session2/dialogAimprov08,299.0,159252
Ses02F_impro08_F020,N, Okay.  Great.  What time of the day would you like?,Ses02F_impro08,Fses02Aimprov08x20N,Session2,Session2/dialogAimprov08,72.0,38264
Ses02F_impro08_M015,N," Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",Ses02F_impro08,Mses02Aimprov08x15N,Session2,Session2/dialogAimprov08,183.0,97763
Ses02F_impro08_F021,N, All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.,Ses02F_impro08,Fses02Aimprov08x21N,Session2,Session2/dialogAimprov08,251.0,133983
Ses02F_impro08_F022,N," So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui.",Ses02F_impro08,Fses02Aimprov08x22N,Session2,Session2/dialogAimprov08,334.0,177803
Ses02F_impro08_M016,N," And, like, there's there's shuttles or something that I can get to the hotel.",Ses02F_impro08,Mses02Aimprov08x16N,Session2,Session2/dialogAimprov08,161.0,85819
Ses02F_impro08_F023,N, Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.,Ses02F_impro08,Fses02Aimprov08x23N,Session2,Session2/dialogAimprov08,302.0,160800
Ses02F_impro08_F024,N, And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,Ses02F_impro08,Fses02Aimprov08x24N,Session2,Session2/dialogAimprov08,158.0,84049
Ses02F_impro08_F025,N, Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.,Ses02F_impro08,Fses02Aimprov08x25N,Session2,Session2/dialogAimprov08,172.0,91791
Ses02F_impro08_M018,N, All right.  So we're confirmed then or do you--All right.,Ses02F_impro08,Mses02Aimprov08x18N,Session2,Session2/dialogAimprov08,90.0,47771
Ses02F_impro08_F026,N, Absolutely. Thank you so much for calling and we hope that you will come to us again.,Ses02F_impro08,Fses02Aimprov08x26N,Session2,Session2/dialogAimprov08,154.0,82501
Ses02F_impro08_M019,N, Okay.,Ses02F_impro08,Mses02Aimprov08x19N,Session2,Session2/dialogAimprov08,39.0,20804
Ses02F_impro08_F027,N, Thank you.,Ses02F_impro08,Fses02Aimprov08x27N,Session2,Session2/dialogAimprov08,38.0,22976
Ses02F_script01_1_F004,S, Did you talk to him?,Ses02F_script01_1,Fses02Ascript11x04S,Session2,Session2/dialogAscript11,60.0,31917
Ses02F_script01_1_F005,S, He cried hard?,Ses02F_script01_1,Fses02Ascript11x05S,Session2,Session2/dialogAscript11,83.0,44159
Ses02F_script01_1_F006,S, What was he doing out here at that hour?,Ses02F_script01_1,Fses02Ascript11x06S,Session2,Session2/dialogAscript11,70.0,36960
Ses02F_script01_1_M011,A, Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,Ses02F_script01_1,Mses02Ascript11x11A,Session2,Session2/dialogAscript11,344.0,183199
Ses02F_script01_1_M013,A," For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",Ses02F_script01_1,Mses02Ascript11x13A,Session2,Session2/dialogAscript11,152.0,81440
Ses02F_script01_1_F017,S," I've got an idea, but what's the story?",Ses02F_script01_1,Fses02Ascript11x17S,Session2,Session2/dialogAscript11,124.0,66079
Ses02F_script01_1_M017,N, I'm gonna ask her to marry me.,Ses02F_script01_1,Mses02Ascript11x17N,Session2,Session2/dialogAscript11,74.0,39519
Ses02F_script01_1_F018,N," Well, that's only your business, Chris.",Ses02F_script01_1,Fses02Ascript11x18N,Session2,Session2/dialogAscript11,73.0,39065
Ses02F_script01_1_F019,A, What do you want me to do?  You're old enough to know your own mind.,Ses02F_script01_1,Fses02Ascript11x19A,Session2,Session2/dialogAscript11,107.0,57279
Ses02F_script01_1_M021,A," Well, then it isn't just my business--",Ses02F_script01_1,Mses02Ascript11x21A,Session2,Session2/dialogAscript11,83.0,44640
Ses02F_script01_1_F021,N, I'm just saying that--,Ses02F_script01_1,Fses02Ascript11x21N,Session2,Session2/dialogAscript11,58.0,31039
Ses02F_script01_1_M023,A, She's not Larry's girl.,Ses02F_script01_1,Mses02Ascript11x23A,Session2,Session2/dialogAscript11,61.0,32319
Ses02F_script01_1_F025,N, You're a considerate fellow.  There's nothing wrong with that.,Ses02F_script01_1,Fses02Ascript11x25N,Session2,Session2/dialogAscript11,81.0,43359
Ses02F_script01_1_M025,A, To hell with that.,Ses02F_script01_1,Mses02Ascript11x25A,Session2,Session2/dialogAscript11,42.0,22079
Ses02F_script01_1_F026,N, [BREATHING] Have you asked Annie yet?,Ses02F_script01_1,Fses02Ascript11x26N,Session2,Session2/dialogAscript11,92.0,49220
Ses02F_script01_1_F027,N," Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",Ses02F_script01_1,Fses02Ascript11x27N,Session2,Session2/dialogAscript11,132.0,70454
Ses02F_script01_1_M027,S," Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",Ses02F_script01_1,Mses02Ascript11x27S,Session2,Session2/dialogAscript11,389.0,207385
Ses02F_script01_1_F028,S," Trouble is, you don't see enough women.",Ses02F_script01_1,Fses02Ascript11x28S,Session2,Session2/dialogAscript11,88.0,46560
Ses02F_script01_1_M029,N, Because it is.,Ses02F_script01_1,Mses02Ascript11x29N,Session2,Session2/dialogAscript11,47.0,25279
Ses02F_script01_1_F036,A, Are you crazy?,Ses02F_script01_1,Fses02Ascript11x36A,Session2,Session2/dialogAscript11,51.0,27039
Ses02F_script01_1_M036,A, I've been a good son too long.  A good sucker.  I'm through with it.,Ses02F_script01_1,Mses02Ascript11x36A,Session2,Session2/dialogAscript11,98.0,52320
Ses02F_script01_1_F037,A, What about the business?  What the hell is this?,Ses02F_script01_1,Fses02Ascript11x37A,Session2,Session2/dialogAscript11,75.0,40319
Ses02F_script01_1_M037,A, The business?  The business doesn't inspire me.,Ses02F_script01_1,Mses02Ascript11x37A,Session2,Session2/dialogAscript11,104.0,55199
Ses02F_script01_1_F038,A, Must you be inspired?,Ses02F_script01_1,Fses02Ascript11x38A,Session2,Session2/dialogAscript11,65.0,34720
Ses02F_script01_1_M038,A," Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",Ses02F_script01_1,Mses02Ascript11x38A,Session2,Session2/dialogAscript11,224.0,119519
Ses02F_script01_1_M040,N," Yes, on this I would.",Ses02F_script01_1,Mses02Ascript11x40N,Session2,Session2/dialogAscript11,75.0,40159
Ses02F_script01_1_F040,A," Well, you don't want to think like that.",Ses02F_script01_1,Fses02Ascript11x40A,Session2,Session2/dialogAscript11,100.0,53470
Ses02F_script01_1_M043,N, I am thinkin' that way.,Ses02F_script01_1,Mses02Ascript11x43N,Session2,Session2/dialogAscript11,70.0,37119
Ses02F_script01_1_M044,N," No, you don't.  I'm a pretty tough guy.",Ses02F_script01_1,Mses02Ascript11x44N,Session2,Session2/dialogAscript11,101.0,54079
Ses02F_script01_1_F044,S, I can see that.,Ses02F_script01_1,Fses02Ascript11x44S,Session2,Session2/dialogAscript11,58.0,42880
Ses02F_script01_2_M001,N," Well, maybe he just wanted to see her again.",Ses02F_script01_2,Mses02Ascript12x01N,Session2,Session2/dialogAscript12,94.0,50079
Ses02F_script01_2_M002,N, What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,Ses02F_script01_2,Mses02Ascript12x02N,Session2,Session2/dialogAscript12,167.0,89279
Ses02F_script01_2_M004,N, How do you know he's even thinking of it?,Ses02F_script01_2,Mses02Ascript12x04N,Session2,Session2/dialogAscript12,68.0,36480
Ses02F_script01_2_F005,A, It's got that all about it.,Ses02F_script01_2,Fses02Ascript12x05A,Session2,Session2/dialogAscript12,65.0,34400
Ses02F_script01_2_M005,N," Well, so what?",Ses02F_script01_2,Mses02Ascript12x05N,Session2,Session2/dialogAscript12,51.0,27520
Ses02F_script01_2_M006,N," Now, listen Kate.",Ses02F_script01_2,Mses02Ascript12x06N,Session2,Session2/dialogAscript12,57.0,30239
Ses02F_script01_2_M007,N, You can't read her mind.,Ses02F_script01_2,Mses02Ascript12x07N,Session2,Session2/dialogAscript12,58.0,31039
Ses02F_script01_2_M008,N, How do you know why she's waited?,Ses02F_script01_2,Mses02Ascript12x08N,Session2,Session2/dialogAscript12,71.0,37599
Ses02F_script01_2_F012,A," Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",Ses02F_script01_2,Fses02Ascript12x12A,Session2,Session2/dialogAscript12,157.0,83839
Ses02F_script01_2_F013,A, But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,Ses02F_script01_2,Fses02Ascript12x13A,Session2,Session2/dialogAscript12,217.0,115519
Ses02F_script01_2_M016,A, What does that mean?  Me above all?,Ses02F_script01_2,Mses02Ascript12x16A,Session2,Session2/dialogAscript12,75.0,40000
Ses02F_script01_2_M017,A, Look at you.  Look at you shaking.,Ses02F_script01_2,Mses02Ascript12x17A,Session2,Session2/dialogAscript12,70.0,37119
Ses02F_script01_2_M018,A, What have I got to hide?  What the hell is the matter with you Kate?,Ses02F_script01_2,Mses02Ascript12x18A,Session2,Session2/dialogAscript12,120.0,71360
Ses02F_script01_3_M001,N, You're not sorry you came?,Ses02F_script01_3,Mses02Ascript13x01N,Session2,Session2/dialogAscript13,50.0,26399
Ses02F_script01_3_F009,S," from her point of view, why else would I come?",Ses02F_script01_3,Fses02Ascript13x09S,Session2,Session2/dialogAscript13,78.0,41279
Ses02F_script01_3_M010,H," You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",Ses02F_script01_3,Mses02Ascript13x10H,Session2,Session2/dialogAscript13,286.0,152479
Ses02F_script01_3_F012,H, I almost got married two years ago.,Ses02F_script01_3,Fses02Ascript13x12H,Session2,Session2/dialogAscript13,82.0,44032
Ses02F_script01_3_F013,H, You started to write me and--,Ses02F_script01_3,Fses02Ascript13x13H,Session2,Session2/dialogAscript13,73.0,38719
Ses02F_script01_3_F014,H, Every day since.,Ses02F_script01_3,Fses02Ascript13x14H,Session2,Session2/dialogAscript13,56.0,30079
Ses02F_script01_3_F016,H, I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,Ses02F_script01_3,Fses02Ascript13x16H,Session2,Session2/dialogAscript13,258.0,137600
Ses02F_script01_3_M020,S, No.  Nothing like that.,Ses02F_script01_3,Mses02Ascript13x20S,Session2,Session2/dialogAscript13,94.0,49953
Ses02F_script01_3_F020,S," Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",Ses02F_script01_3,Fses02Ascript13x20S,Session2,Session2/dialogAscript13,273.0,145508
Ses02F_script01_3_M021,S," Yeah, I suppose I have been.  But it's going from me.",Ses02F_script01_3,Mses02Ascript13x21S,Session2,Session2/dialogAscript13,137.0,73119
Ses02F_script01_3_F021,S, You've gotta tell me.,Ses02F_script01_3,Fses02Ascript13x21S,Session2,Session2/dialogAscript13,66.0,35105
Ses02F_script01_3_M022,S, I don't know how to start.,Ses02F_script01_3,Mses02Ascript13x22S,Session2,Session2/dialogAscript13,70.0,37280
Ses02F_script01_3_F022,S, It wouldn't work this way.,Ses02F_script01_3,Fses02Ascript13x22S,Session2,Session2/dialogAscript13,58.0,31199
Ses02F_script01_3_M023,S," It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",Ses02F_script01_3,Mses02Ascript13x23S,Session2,Session2/dialogAscript13,214.0,114400
Ses02F_script01_3_F023,S," Yeah, sure.",Ses02F_script01_3,Fses02Ascript13x23S,Session2,Session2/dialogAscript13,42.0,22719
Ses02F_script01_3_M024,S," Well, I lost them.",Ses02F_script01_3,Mses02Ascript13x24S,Session2,Session2/dialogAscript13,64.0,34400
Ses02F_script01_3_F024,S, How many?,Ses02F_script01_3,Fses02Ascript13x24S,Session2,Session2/dialogAscript13,51.0,27199
Ses02F_script01_3_M025,S, Just about all.,Ses02F_script01_3,Mses02Ascript13x25S,Session2,Session2/dialogAscript13,47.0,25119
Ses02F_script01_3_F025,S," Oh, gee.",Ses02F_script01_3,Fses02Ascript13x25S,Session2,Session2/dialogAscript13,53.0,28387
Ses02F_script01_3_M026,S, It takes some time for a guy to toss that off.  'Cause they weren't just men.,Ses02F_script01_3,Mses02Ascript13x26S,Session2,Session2/dialogAscript13,155.0,83039
Ses02F_script01_3_M027,S," For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",Ses02F_script01_3,Mses02Ascript13x27S,Session2,Session2/dialogAscript13,424.0,226240
Ses02F_script01_3_M028,S," They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",Ses02F_script01_3,Mses02Ascript13x28S,Session2,Session2/dialogAscript13,270.0,143840
Ses02F_script01_3_M029,S," I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",Ses02F_script01_3,Mses02Ascript13x29S,Session2,Session2/dialogAscript13,411.0,219359
Ses02F_script01_3_M030,S," You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",Ses02F_script01_3,Mses02Ascript13x30S,Session2,Session2/dialogAscript13,349.0,186399
Ses02F_script01_3_M031,S, Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,Ses02F_script01_3,Mses02Ascript13x31S,Session2,Session2/dialogAscript13,460.0,244960
Ses02F_script01_3_M032,S," And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",Ses02F_script01_3,Mses02Ascript13x32S,Session2,Session2/dialogAscript13,520.0,277119
Ses02F_script01_3_M033,S," I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",Ses02F_script01_3,Mses02Ascript13x33S,Session2,Session2/dialogAscript13,353.0,187840
Ses02F_script01_3_M034,S, Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,Ses02F_script01_3,Mses02Ascript13x34S,Session2,Session2/dialogAscript13,297.0,158399
Ses02F_script01_3_F026,S, You still feel that way?,Ses02F_script01_3,Fses02Ascript13x26S,Session2,Session2/dialogAscript13,68.0,36159
Ses02F_script01_3_F029,H, What'll I do with a fortune?,Ses02F_script01_3,Fses02Ascript13x29H,Session2,Session2/dialogAscript13,62.0,37920
Ses02F_script02_1_M000,H, What time is it?  They're supposed to run around midnight.,Ses02F_script02_1,Mses02Ascript21x00H,Session2,Session2/dialogAscript21,108.0,57600
Ses02F_script02_1_M001,H," This is great, isn't it?  Look at the night we've got here, couldn't be better.",Ses02F_script02_1,Mses02Ascript21x01H,Session2,Session2/dialogAscript21,124.0,66079
Ses02F_script02_1_M002,H," I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.",Ses02F_script02_1,Mses02Ascript21x02H,Session2,Session2/dialogAscript21,183.0,97759
Ses02F_script02_1_M003,H, How you doing?,Ses02F_script02_1,Mses02Ascript21x03H,Session2,Session2/dialogAscript21,32.0,17440
Ses02F_script02_1_M004,H, Is that--no--is that just foam?  I can't even tell.,Ses02F_script02_1,Mses02Ascript21x04H,Session2,Session2/dialogAscript21,158.0,84000
Ses02F_script02_1_M005,H," Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",Ses02F_script02_1,Mses02Ascript21x05H,Session2,Session2/dialogAscript21,142.0,75840
Ses02F_script02_1_M006,H," How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",Ses02F_script02_1,Mses02Ascript21x06H,Session2,Session2/dialogAscript21,247.0,131519
Ses02F_script02_1_F001,N, What flashlight?,Ses02F_script02_1,Fses02Ascript21x01N,Session2,Session2/dialogAscript21,35.0,18880
Ses02F_script02_1_M009,N," Oh, well sure.",Ses02F_script02_1,Mses02Ascript21x09N,Session2,Session2/dialogAscript21,45.0,23840
Ses02F_script02_1_M010,N," Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",Ses02F_script02_1,Mses02Ascript21x10N,Session2,Session2/dialogAscript21,211.0,112479
Ses02F_script02_1_M012,N," I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",Ses02F_script02_1,Mses02Ascript21x12N,Session2,Session2/dialogAscript21,142.0,76000
Ses02F_script02_1_F005,N, Yeah.,Ses02F_script02_1,Fses02Ascript21x05N,Session2,Session2/dialogAscript21,38.0,20480
Ses02F_script02_1_M013,N," You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",Ses02F_script02_1,Mses02Ascript21x13N,Session2,Session2/dialogAscript21,166.0,88800
Ses02F_script02_1_M014,H," This is great, isn't it?  A six pack would be just the ticket right now.",Ses02F_script02_1,Mses02Ascript21x14H,Session2,Session2/dialogAscript21,168.0,89279
Ses02F_script02_1_M015,H, I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,Ses02F_script02_1,Mses02Ascript21x15H,Session2,Session2/dialogAscript21,161.0,85599
Ses02F_script02_1_M016,H, You think they can hear us talk?  Or feel the vibrations in the sand when we move around?,Ses02F_script02_1,Mses02Ascript21x16H,Session2,Session2/dialogAscript21,142.0,76159
Ses02F_script02_1_M017,N, Do you want my jacket?,Ses02F_script02_1,Mses02Ascript21x17N,Session2,Session2/dialogAscript21,43.0,22880
Ses02F_script02_1_M019,N, Right.,Ses02F_script02_1,Mses02Ascript21x19N,Session2,Session2/dialogAscript21,27.0,14239
Ses02F_script02_1_M020,N, That's my point too.,Ses02F_script02_1,Mses02Ascript21x20N,Session2,Session2/dialogAscript21,45.0,24000
Ses02F_script02_1_M021,N, No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,Ses02F_script02_1,Mses02Ascript21x21N,Session2,Session2/dialogAscript21,203.0,108159
Ses02F_script02_1_M024,H," Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up.",Ses02F_script02_1,Mses02Ascript21x24H,Session2,Session2/dialogAscript21,209.0,111359
Ses02F_script02_1_M025,H," Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",Ses02F_script02_1,Mses02Ascript21x25H,Session2,Session2/dialogAscript21,280.0,149280
Ses02F_script02_1_M026,H, this is a big night for these guys.  Life's last orgy.,Ses02F_script02_1,Mses02Ascript21x26H,Session2,Session2/dialogAscript21,88.0,47359
Ses02F_script02_1_M028,H, Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,Ses02F_script02_1,Mses02Ascript21x28H,Session2,Session2/dialogAscript21,252.0,134400
Ses02F_script02_1_M031,N," I don't get it.  The first time we came here, you said it was the best night of your life.",Ses02F_script02_1,Mses02Ascript21x31N,Session2,Session2/dialogAscript21,135.0,72000
Ses02F_script02_1_M033,N, We weren't in a good spot.,Ses02F_script02_1,Mses02Ascript21x33N,Session2,Session2/dialogAscript21,49.0,26399
Ses02F_script02_1_F019,N, We didn't see them the first time either.,Ses02F_script02_1,Fses02Ascript21x19N,Session2,Session2/dialogAscript21,67.0,35519
Ses02F_script02_1_M035,H, There is that--no that's just seaweed isn't it?,Ses02F_script02_1,Mses02Ascript21x35H,Session2,Session2/dialogAscript21,133.0,71199
Ses02F_script02_1_M036,H," Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",Ses02F_script02_1,Mses02Ascript21x36H,Session2,Session2/dialogAscript21,244.0,129919
Ses02F_script02_1_M039,H," all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",Ses02F_script02_1,Mses02Ascript21x39H,Session2,Session2/dialogAscript21,431.0,229920
Ses02F_script02_1_M040,H, It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,Ses02F_script02_1,Mses02Ascript21x40H,Session2,Session2/dialogAscript21,299.0,159359
Ses02F_script02_1_M041,H," They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",Ses02F_script02_1,Mses02Ascript21x41H,Session2,Session2/dialogAscript21,254.0,135519
Ses02F_script02_1_M042,H," Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up.",Ses02F_script02_1,Mses02Ascript21x42H,Session2,Session2/dialogAscript21,133.0,70880
Ses02F_script02_1_M043,N," Well, so what do you think?",Ses02F_script02_1,Mses02Ascript21x43N,Session2,Session2/dialogAscript21,58.0,30720
Ses02F_script02_1_F021,N, About what?,Ses02F_script02_1,Fses02Ascript21x21N,Session2,Session2/dialogAscript21,45.0,23840
Ses02F_script02_1_M044,N, What I was saying.,Ses02F_script02_1,Mses02Ascript21x44N,Session2,Session2/dialogAscript21,45.0,23840
Ses02F_script02_2_M000,H," Well, so what do you think?",Ses02F_script02_2,Mses02Ascript22x00H,Session2,Session2/dialogAscript22,63.0,33489
Ses02F_script02_2_F000,N, About what?,Ses02F_script02_2,Fses02Ascript22x00N,Session2,Session2/dialogAscript22,42.0,22239
Ses02F_script02_2_M001,N, What I was saying.,Ses02F_script02_2,Mses02Ascript22x01N,Session2,Session2/dialogAscript22,39.0,20960
Ses02F_script02_2_M002,N, It certainly is not.  It's slightly exaggerated scientific fact.,Ses02F_script02_2,Mses02Ascript22x02N,Session2,Session2/dialogAscript22,123.0,65440
Ses02F_script02_2_M003,N," Well, I'm not the only one.  Look at all these people.",Ses02F_script02_2,Mses02Ascript22x03N,Session2,Session2/dialogAscript22,73.0,38719
Ses02F_script02_2_M005,N," Carla, can I ask you something?  Don't take this wrong, but are you having your period?",Ses02F_script02_2,Mses02Ascript22x05N,Session2,Session2/dialogAscript22,205.0,109279
Ses02F_script02_2_F005,A," God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",Ses02F_script02_2,Fses02Ascript22x05A,Session2,Session2/dialogAscript22,224.0,119039
Ses02F_script02_2_F006,A, We just have different ideas of what this evening is supposed to look like.,Ses02F_script02_2,Fses02Ascript22x06A,Session2,Session2/dialogAscript22,135.0,72000
Ses02F_script02_2_M007,N," There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",Ses02F_script02_2,Mses02Ascript22x07N,Session2,Session2/dialogAscript22,306.0,162720
Ses02F_script02_2_M009,N, We've missed them twice.  That's not ever.,Ses02F_script02_2,Mses02Ascript22x09N,Session2,Session2/dialogAscript22,73.0,38559
Ses02F_script02_2_M010,N," Well, we'll see them this year.",Ses02F_script02_2,Mses02Ascript22x10N,Session2,Session2/dialogAscript22,52.0,27680
Ses02F_script02_2_F011,A," I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",Ses02F_script02_2,Fses02Ascript22x11A,Session2,Session2/dialogAscript22,406.0,216800
Ses02F_script02_2_M013,N, It's just fish.  Nothing to get traumatized about.,Ses02F_script02_2,Mses02Ascript22x13N,Session2,Session2/dialogAscript22,98.0,52639
Ses02F_script02_2_M016,N," You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",Ses02F_script02_2,Mses02Ascript22x16N,Session2,Session2/dialogAscript22,141.0,75359
Ses02F_script02_2_M017,N," Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",Ses02F_script02_2,Mses02Ascript22x17N,Session2,Session2/dialogAscript22,182.0,96959
Ses02F_script02_2_F015,S," Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",Ses02F_script02_2,Fses02Ascript22x15S,Session2,Session2/dialogAscript22,181.0,96479
Ses02F_script02_2_F016,S," I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",Ses02F_script02_2,Fses02Ascript22x16S,Session2,Session2/dialogAscript22,301.0,160319
Ses02F_script02_2_F017,S," And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",Ses02F_script02_2,Fses02Ascript22x17S,Session2,Session2/dialogAscript22,287.0,152586
Ses02F_script02_2_F018,S," And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",Ses02F_script02_2,Fses02Ascript22x18S,Session2,Session2/dialogAscript22,265.0,141279
Ses02F_script02_2_M018,N, Wait a minute.  I've got it.,Ses02F_script02_2,Mses02Ascript22x18N,Session2,Session2/dialogAscript22,54.0,29119
Ses02F_script02_2_F019,S," Just dancing barefoot in the sand, drinking champagne out of the bottle.",Ses02F_script02_2,Fses02Ascript22x19S,Session2,Session2/dialogAscript22,137.0,72800
Ses02F_script02_2_M019,N," It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",Ses02F_script02_2,Mses02Ascript22x19N,Session2,Session2/dialogAscript22,272.0,144639
Ses02F_script02_2_M020,N," Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",Ses02F_script02_2,Mses02Ascript22x20N,Session2,Session2/dialogAscript22,144.0,77119
